DF,Date,City,State,Division,Latitude,Longitude,Fatalities,Injured,Shooter Age,Shooter Age Category,Prior Mental Illness,Day of Week,Season,Male,Race/Ethnicity,AutoWeapon,School
VPData,2014-02-20,Alturas,CA,Pacific,41.48397998022102,-120.54535003404379,4,2,44.0,40s,No,Thursday,Winter,Female,Native American,1.0,0.0
GVData,2014-02-22,Wilmington,CA,Pacific,33.786836981196764,-118.27865456761367,0,4,,,nan,Saturday,Winter,,,,
GVData,2014-03-08,Richmond,CA,Pacific,37.95686933528287,-122.36865722240057,1,3,,,nan,Saturday,Spring,,,,
GVData,2014-03-23,Long Beach,CA,Pacific,33.774450991197696,-118.18981999447095,1,3,,,nan,Sunday,Spring,,,,
STData,2014-03-23,San Francisco,CA,Pacific,37.75457839,-122.44243429999999,0,8,999.0,Multiple Shooters,No,Sunday,Spring,Male,Black,1.0,0.0
GVData,2014-04-05,Fairfield,CA,Pacific,38.278727753237135,-122.03695861015288,0,4,,,nan,Saturday,Spring,,,,
GVData,2014-04-22,Los Angeles,CA,Pacific,33.98108497913046,-118.33415997137043,1,3,,,nan,Tuesday,Spring,,,,
GVData,2014-05-10,Sacramento,CA,Pacific,38.62452853872651,-121.5253432940344,1,6,,,nan,Saturday,Spring,,,,
GVData,2014-05-17,Coachella,CA,Pacific,33.68490067423898,-116.18762355362259,1,3,,,nan,Saturday,Spring,,,,
GVData,2014-05-23,Bellflower,CA,Pacific,33.8821373299965,-118.13032370993663,2,2,,,nan,Friday,Spring,,,,
VPData,2014-05-23,Isla Vista ,CA,Pacific,34.41422699224866,-119.85557899803648,6,14,22.0,College Age,Yes,Friday,Spring,Male,Other,1.0,1.0
GVData,2014-05-31,San Bernardino,CA,Pacific,34.112387330126076,-117.38700915554202,1,3,,,nan,Saturday,Spring,,,,
GVData,2014-06-01,Sacramento,CA,Pacific,38.50808728425864,-121.45246498755785,0,4,,,nan,Sunday,Summer,,,,
GVData,2014-06-13,Los Angeles,CA,Pacific,33.95898890712817,-118.28265081874166,3,1,,,nan,Friday,Summer,,,,
GVData,2014-06-22,Windsor,CA,Pacific,38.54817011060086,-122.8188991355694,1,3,,,nan,Sunday,Summer,,,,
GVData,2014-06-27,San Diego,CA,Pacific,32.58669323128696,-117.09390099981616,1,3,,,nan,Friday,Summer,,,,
GVData,2014-06-28,Antioch,CA,Pacific,37.95700801906968,-121.75750600255907,0,7,,,nan,Saturday,Summer,,,,
GVData,2014-06-29,Los Angeles,CA,Pacific,34.09252733256121,-118.29169076001331,1,5,,,nan,Sunday,Summer,,,,
GVData,2014-07-07,San Bernardino,CA,Pacific,34.12138735675119,-117.27864222593463,1,4,,,nan,Monday,Summer,,,,
GVData,2014-07-12,Pasadena,CA,Pacific,34.17638259937912,-118.1476507042305,3,2,,,nan,Saturday,Summer,,,,
GVData,2014-07-14,Sacramento,CA,Pacific,38.589582297131756,-121.40150989471071,1,4,,,nan,Monday,Summer,,,,
GVData,2014-08-06,Bakersfield,CA,Pacific,35.381341708977324,-118.97363619408415,3,1,,,nan,Wednesday,Summer,,,,
GVData,2014-08-10,Moreno Valley,CA,Pacific,33.883395090326474,-117.2209517520151,0,7,,,nan,Sunday,Summer,,,,
GVData,2014-08-17,East Palo Alto,CA,Pacific,37.478960043508074,-122.13773989218184,1,3,,,nan,Sunday,Summer,,,,
GVData,2014-08-24,San Fernando,CA,Pacific,34.28690845654041,-118.44717366099407,3,4,,,nan,Sunday,Summer,,,,
GVData,2014-08-31,Livermore,CA,Pacific,37.6780666921901,-121.7768354523477,0,5,,,nan,Sunday,Summer,,,,
GVData,2014-09-02,Highland,CA,Pacific,34.10839733466698,-117.25762480184844,0,5,,,nan,Tuesday,Fall,,,,
GVData,2014-09-03,Los Angeles,CA,Pacific,34.01989004761907,-118.26006989845078,0,6,,,nan,Wednesday,Fall,,,,
GVData,2014-09-29,Fresno,CA,Pacific,36.781476891652325,-119.83848605495949,0,4,,,nan,Monday,Fall,,,,
GVData,2014-10-04,Pomona,CA,Pacific,34.061771987034824,-117.78408198514212,0,4,,,nan,Saturday,Fall,,,,
GVData,2014-10-12,Stockton,CA,Pacific,38.00172378445317,-121.29159746493231,3,1,,,nan,Sunday,Fall,,,,
GVData,2014-11-05,San Francisco,CA,Pacific,37.753523885349615,-122.41108862497978,0,4,,,nan,Wednesday,Fall,,,,
GVData,2014-11-07,Compton,CA,Pacific,33.908003483761945,-118.25031535595501,0,4,,,nan,Friday,Fall,,,,
GVData,2014-11-08,Pomona,CA,Pacific,34.09012734222498,-117.74246077289074,0,5,,,nan,Saturday,Fall,,,,
GVData,2014-11-26,San Francisco,CA,Pacific,37.770110060353815,-122.41989989877676,0,6,,,nan,Wednesday,Fall,,,,
GVData,2014-12-27,Los Angeles,CA,Pacific,33.95682300913083,-118.28265082036549,1,3,,,nan,Saturday,Winter,,,,
GVData,2014-12-27,Sacramento,CA,Pacific,38.64269732507804,-121.44294657236868,0,4,,,nan,Saturday,Winter,,,,
GVData,2015-01-09,San Francisco,CA,Pacific,37.773660047805706,-122.42569992431706,4,0,,,nan,Friday,Winter,,,,
GVData,2015-01-11,San Jose,CA,Pacific,37.28269400879866,-121.83890501122869,0,5,,,nan,Sunday,Winter,,,,
GVData,2015-01-26,Stockton,CA,Pacific,37.93102755872563,-121.26371174958712,1,3,,,nan,Monday,Winter,,,,
GVData,2015-02-15,Long Beach,CA,Pacific,33.78365893454845,-118.19464101848229,0,5,,,nan,Sunday,Winter,,,,
GVData,2015-02-20,Sacramento,CA,Pacific,38.569942861129505,-121.49080758983773,0,4,,,nan,Friday,Winter,,,,
GVData,2015-03-04,San Bernardino,CA,Pacific,34.060507330874096,-117.28491991166254,3,4,,,nan,Wednesday,Spring,,,,
GVData,2015-03-14,Coachella,CA,Pacific,33.67470005698256,-116.17910552865429,0,4,,,nan,Saturday,Spring,,,,
GVData,2015-03-15,Compton,CA,Pacific,33.88621452538279,-118.25771881691557,0,4,,,nan,Sunday,Spring,,,,
GVData,2015-03-17,Stockton,CA,Pacific,37.9598949979804,-121.2955300329698,3,4,,,nan,Tuesday,Spring,,,,
GVData,2015-05-23,Fresno,CA,Pacific,36.71237975265764,-119.75862139152193,2,2,,,nan,Saturday,Spring,,,,
GVData,2015-05-30,San Diego,CA,Pacific,32.711537328682496,-117.1036618497219,0,4,,,nan,Saturday,Spring,,,,
GVData,2015-06-10,Los Angeles,CA,Pacific,33.957940029892114,-118.29178995373276,1,3,,,nan,Wednesday,Summer,,,,
GVData,2015-07-13,Norwalk,CA,Pacific,33.88438772821526,-118.07815739857432,0,4,,,nan,Monday,Summer,,,,
GVData,2015-07-13,Stockton,CA,Pacific,37.971206703779295,-121.2905076283271,1,4,,,nan,Monday,Summer,,,,
GVData,2015-07-18,San Diego,CA,Pacific,32.703830839430715,-117.1240231106053,0,4,,,nan,Saturday,Summer,,,,
GVData,2015-07-18,Santa Paula,CA,Pacific,34.4251133806033,-119.08725062104185,0,5,,,nan,Saturday,Summer,,,,
GVData,2015-08-10,Long Beach,CA,Pacific,33.77889784534698,-118.17039462329245,0,4,,,nan,Monday,Summer,,,,
GVData,2015-08-15,Los Angeles,CA,Pacific,33.99057002458282,-118.30019993628383,0,4,,,nan,Saturday,Summer,,,,
GVData,2015-08-23,Modesto,CA,Pacific,37.64594276252678,-121.024784356354,1,7,,,nan,Sunday,Summer,,,,
GVData,2015-08-27,Salinas,CA,Pacific,36.65368701228654,-121.63795987012095,2,2,,,nan,Thursday,Summer,,,,
GVData,2015-11-06,Bakersfield,CA,Pacific,35.350385966476395,-118.98913188920156,0,4,,,nan,Friday,Fall,,,,
GVData,2015-11-18,Fresno,CA,Pacific,36.72139005582845,-119.79986993586635,0,5,,,nan,Wednesday,Fall,,,,
GVData,2015-11-27,Sacramento,CA,Pacific,38.495932746175754,-121.40993990984413,2,2,,,nan,Friday,Fall,,,,
VPData,2015-12-02,San Bernardino,CA,Pacific,34.07491401493313,-117.27762803308556,14,22,999.0,Multiple Shooters,No,Wednesday,Winter,Male,Other,,0.0
GVData,2015-12-13,Los Angeles,CA,Pacific,33.920117223983844,-118.2820031116512,1,3,,,nan,Sunday,Winter,,,,
GVData,2015-12-13,Huntington Beach,CA,Pacific,33.710135955752875,-117.9907975128858,0,4,,,nan,Sunday,Winter,,,,
GVData,2015-12-21,San Leandro,CA,Pacific,37.70945478409766,-122.13445246119934,0,4,,,nan,Monday,Winter,,,,
STData,2016-01-23,Los Angeles,CA,Pacific,34.05223400000001,-118.24368500000001,2,2,999.0,Multiple Shooters,Unknown,Saturday,Winter,,Other,,0.0
STData,2016-01-25,Perris,CA,Pacific,33.782519,-117.22864799999999,1,4,999.0,Multiple Shooters,Unknown,Monday,Winter,Male,Other,,0.0
STData,2016-02-06,Los Angeles,CA,Pacific,34.05223400000001,-118.24368500000001,1,3,999.0,Multiple Shooters,Unknown,Saturday,Winter,,Other,,0.0
STData,2016-02-19,Vallejo,CA,Pacific,38.104085999999995,-122.25663700000001,2,2,999.0,Multiple Shooters,Unknown,Friday,Winter,,Other,,0.0
STData,2016-02-28,Jurupa Valley,CA,Pacific,33.997197,-117.48548000000001,1,3,24.0,20s,Unknown,Sunday,Winter,Male,Other,,0.0
GVData,2016-03-06,Compton,CA,Pacific,33.867757181645516,-118.23690197525406,1,8,,,nan,Sunday,Spring,,,,
GVData,2016-03-12,Oakland,CA,Pacific,37.748025964258645,-122.20277498484684,0,4,,,nan,Saturday,Spring,,,,
GVData,2016-04-10,Los Angeles,CA,Pacific,33.962840048578954,-118.2673298838862,0,4,,,nan,Sunday,Spring,,,,
STData,2016-04-18,Long Beach,CA,Pacific,33.77005,-118.193739,1,3,999.0,Multiple Shooters,Unknown,Monday,Spring,,Other,,0.0
GVData,2016-04-29,Oakland,CA,Pacific,37.823769110836786,-122.27738624125156,0,5,,,nan,Friday,Spring,,,,
STData,2016-05-21,Stockton,CA,Pacific,37.95770200000001,-121.29078,1,3,21.0,College Age,Unknown,Saturday,Spring,Male,White,,0.0
GVData,2016-05-22,Stockton,CA,Pacific,37.96231003383282,-121.28830994539352,1,3,,,nan,Sunday,Spring,,,,
GVData,2016-05-30,Sacramento,CA,Pacific,38.51306530990379,-121.46240646049624,0,5,,,nan,Monday,Spring,,,,
GVData,2016-06-06,Visalia,CA,Pacific,36.31858544410369,-119.31096995217304,0,4,,,nan,Monday,Summer,,,,
GVData,2016-06-11,Stockton,CA,Pacific,37.98724255673008,-121.29109153184973,1,3,,,nan,Saturday,Summer,,,,
GVData,2016-06-11,Panorama City,CA,Pacific,34.22615716055374,-118.45348951561684,3,2,,,nan,Saturday,Summer,,,,
GVData,2016-06-13,Fresno,CA,Pacific,36.73498005454196,-119.73869989613944,0,4,,,nan,Monday,Summer,,,,
GVData,2016-06-14,Oakland,CA,Pacific,37.8034769919717,-122.27049599507382,1,3,,,nan,Tuesday,Summer,,,,
GVData,2016-06-28,Los Angeles,CA,Pacific,33.90577185405183,-118.26524089464615,1,3,,,nan,Tuesday,Summer,,,,
GVData,2016-07-05,Los Angeles,CA,Pacific,33.99203002638745,-118.25471989729195,0,4,,,nan,Tuesday,Summer,,,,
GVData,2016-07-14,Oakland,CA,Pacific,37.80645326775459,-122.29939585184984,0,4,,,nan,Thursday,Summer,,,,
GVData,2016-07-16,Bakersfield,CA,Pacific,35.34783400378555,-119.0359280253928,1,14,,,nan,Saturday,Summer,,,,
GVData,2016-07-16,San Bernardino,CA,Pacific,34.13890242627946,-117.31204013408579,0,4,,,nan,Saturday,Summer,,,,
GVData,2016-07-20,Fresno,CA,Pacific,36.759472766511024,-119.7195739994322,0,4,,,nan,Wednesday,Summer,,,,
GVData,2016-08-05,Perris,CA,Pacific,33.829998788560964,-117.28506275608022,2,2,,,nan,Friday,Summer,,,,
GVData,2016-08-07,Los Angeles,CA,Pacific,33.986674996086705,-118.28298903921758,1,3,,,nan,Sunday,Summer,,,,
GVData,2016-08-10,Sacramento,CA,Pacific,38.49800854685138,-121.46018455361336,1,3,,,nan,Wednesday,Summer,,,,
GVData,2016-08-13,Los Angeles,CA,Pacific,33.982140311104175,-118.3293151879858,0,4,,,nan,Saturday,Summer,,,,
GVData,2016-08-17,Oakland,CA,Pacific,37.82000598559016,-122.28895078442369,0,4,,,nan,Wednesday,Summer,,,,
GVData,2016-09-16,Los Angeles (Hollywood),CA,Pacific,34.080645015500785,-118.2956560227534,2,2,,,nan,Friday,Fall,,,,
GVData,2016-09-29,San Francisco,CA,Pacific,37.78471501324669,-122.41450519106743,1,3,,,nan,Thursday,Fall,,,,
GVData,2016-10-01,Fresno,CA,Pacific,36.75673470108178,-119.77016605585766,0,4,,,nan,Saturday,Fall,,,,
GVData,2016-10-09,Sacramento,CA,Pacific,38.598127178195,-121.42738541654656,1,3,,,nan,Sunday,Fall,,,,
GVData,2016-10-15,Los Angeles,CA,Pacific,34.02713699919504,-118.35079402586015,4,11,,,nan,Saturday,Fall,,,,
GVData,2016-10-15,Los Angeles,CA,Pacific,34.02713699919504,-118.35079402586015,4,11,,,nan,Saturday,Fall,,,,
GVData,2016-10-18,San Francisco,CA,Pacific,37.71950000325195,-122.42539398485115,0,4,,,nan,Tuesday,Fall,,,,
GVData,2016-10-22,Oakland,CA,Pacific,37.76400003012456,-122.17437995698972,0,7,,,nan,Saturday,Fall,,,,
GVData,2016-10-29,Los Angeles,CA,Pacific,33.945412725382326,-118.30506085348058,0,5,,,nan,Saturday,Fall,,,,
GVData,2016-10-29,Riverside,CA,Pacific,33.93750328295405,-117.40633084724436,0,4,,,nan,Saturday,Fall,,,,
GVData,2016-11-05,Oakland,CA,Pacific,37.80425600605284,-122.27030203783434,0,8,,,nan,Saturday,Fall,,,,
GVData,2016-11-12,Sacramento,CA,Pacific,38.45680143819187,-121.38289470893787,1,5,,,nan,Saturday,Fall,,,,
GVData,2016-11-13,San Diego,CA,Pacific,32.748817167591554,-117.10577471928612,3,2,,,nan,Sunday,Fall,,,,
GVData,2016-11-28,Wilmington,CA,Pacific,33.78436200496944,-118.27151304030396,0,4,,,nan,Monday,Fall,,,,
GVData,2016-11-28,San Pedro,CA,Pacific,33.74244836032824,-118.28416224308286,0,4,,,nan,Monday,Fall,,,,
GVData,2016-12-01,Clearlake Oaks,CA,Pacific,18.776095734718467,100.77393496701143,1,3,,,nan,Thursday,Winter,,,,
GVData,2016-12-03,Los Angeles,CA,Pacific,33.95451002938417,-118.30901987771924,0,6,,,nan,Saturday,Winter,,,,
GVData,2016-12-09,Fresno,CA,Pacific,36.72774701692525,-119.80337097300374,0,4,,,nan,Friday,Winter,,,,
GVData,2016-12-12,Sacramento,CA,Pacific,38.6536099610681,-121.35105846498628,1,3,,,nan,Monday,Winter,,,,
GVData,2017-01-04,Fontana,CA,Pacific,34.04403998704815,-117.4863000388659,3,1,,,nan,Wednesday,Winter,,,,
GVData,2017-01-06,Pasadena,CA,Pacific,34.16660332519859,-118.15380266234207,2,2,,,nan,Friday,Winter,,,,
GVData,2017-01-12,Salinas,CA,Pacific,36.68640780271929,-121.61197951406523,2,2,,,nan,Thursday,Winter,,,,
GVData,2017-01-20,Fresno,CA,Pacific,36.73402275198991,-119.73863846170224,0,4,,,nan,Friday,Winter,,,,
GVData,2017-02-15,Salinas,CA,Pacific,36.67875399658398,-121.65272601025772,0,4,,,nan,Wednesday,Winter,,,,
GVData,2017-03-03,Riverside,CA,Pacific,33.940486995083624,-117.46304816351244,0,5,,,nan,Friday,Spring,,,,
GVData,2017-03-04,Sacramento,CA,Pacific,38.55474279236705,-121.47016102389331,0,4,,,nan,Saturday,Spring,,,,
GVData,2017-03-24,Fresno,CA,Pacific,36.739767862277496,-119.71387506896221,1,4,,,nan,Friday,Spring,,,,
GVData,2017-04-01,Pittsburg,CA,Pacific,38.00635935321678,-121.89447203759684,0,5,,,nan,Saturday,Spring,,,,
GVData,2017-04-15,Banning,CA,Pacific,33.9339400630726,-116.86193825328309,0,4,,,nan,Saturday,Spring,,,,
GVData,2017-04-16,Vallejo,CA,Pacific,38.120631989147796,-122.26664300182213,0,4,,,nan,Sunday,Spring,,,,
MJData,2017-04-18,Fresno,CA,Pacific,36.746378,-119.80031899999999,3,0,39.0,30s,Unknown,Tuesday,Spring,Male,Black,0.0,0.0
GVData,2017-04-29,Los Angeles (Boyle Heights),CA,Pacific,34.057880059842894,-118.19679994052126,1,3,,,nan,Saturday,Spring,,,,
GVData,2017-04-29,Sacramento,CA,Pacific,38.52897341468182,-121.46489940901527,0,5,,,nan,Saturday,Spring,,,,
GVData,2017-04-29,Whittier,CA,Pacific,33.94289062990905,-118.0462308712398,1,5,,,nan,Saturday,Spring,,,,
GVData,2017-04-29,Compton,CA,Pacific,33.910944791587305,-118.24966086071468,0,4,,,nan,Saturday,Spring,,,,
GVData,2017-04-30,San Diego,CA,Pacific,32.871800383414715,-117.20377556155834,2,6,,,nan,Sunday,Spring,,,,
GVData,2017-06-02,Los Angeles,CA,Pacific,33.95550005787773,-118.27820992948405,1,3,,,nan,Friday,Summer,,,,
MJData,2017-06-14,San Francisco,CA,Pacific,37.765947,-122.40608700000001,4,2,38.0,30s,Yes,Wednesday,Summer,Male,Asian,1.0,0.0
GVData,2017-07-01,Oakland,CA,Pacific,37.78839680390377,-122.21327631853994,0,4,,,nan,Saturday,Summer,,,,
GVData,2017-07-19,Los Angeles,CA,Pacific,33.93101002272731,-118.27845987783672,1,3,,,nan,Wednesday,Summer,,,,
GVData,2017-08-01,Fresno,CA,Pacific,36.72779005799805,-119.80111992908694,0,7,,,nan,Tuesday,Summer,,,,
GVData,2017-08-06,Oakland,CA,Pacific,37.73609089088741,-122.17152090707363,0,7,,,nan,Sunday,Summer,,,,
GVData,2017-08-13,Sacramento,CA,Pacific,38.53779143318046,-121.4648231787391,0,4,,,nan,Sunday,Summer,,,,
GVData,2017-08-14,North Hollywood,CA,Pacific,34.160820056759206,-118.37575994356337,2,2,,,nan,Monday,Summer,,,,
GVData,2017-08-27,Sacramento,CA,Pacific,38.475090772134756,-121.48139856824717,1,4,,,nan,Sunday,Summer,,,,
GVData,2017-09-03,Inglewood,CA,Pacific,33.943684068699945,-118.3569408123971,2,3,,,nan,Sunday,Fall,,,,
GVData,2017-09-23,Bakersfield,CA,Pacific,35.36575698543608,-119.0430269944682,1,4,,,nan,Saturday,Fall,,,,
GVData,2017-10-10,San Francisco,CA,Pacific,37.75099005911079,-122.41282993108629,0,4,,,nan,Tuesday,Fall,,,,
GVData,2017-10-12,Aliso Viejo,CA,Pacific,33.56757980476821,-117.73616909778895,2,2,,,nan,Thursday,Fall,,,,
GVData,2017-10-23,Clearlake Oaks,CA,Pacific,39.02334848887424,-122.65998151000879,2,3,,,nan,Monday,Fall,,,,
GVData,2017-10-27,San Francisco,CA,Pacific,37.78014599021358,-122.43198972700036,0,4,,,nan,Friday,Fall,,,,
GVData,2017-11-03,Gardena,CA,Pacific,33.883850040791486,-118.27586995357456,0,4,,,nan,Friday,Fall,,,,
GVData,2017-11-04,Santa Monica,CA,Pacific,34.01255701389748,-118.49566700798258,1,3,,,nan,Saturday,Fall,,,,
GVData,2017-11-12,Fresno,CA,Pacific,36.682402404564684,-119.73490898811136,0,5,,,nan,Sunday,Fall,,,,
GVData,2017-11-14,Richmond,CA,Pacific,37.9780569295854,-122.31306907912872,2,2,,,nan,Tuesday,Fall,,,,
VPData,2017-11-14,Rancho Tehama Reserve,CA,Pacific,40.01881999430191,-122.39300002455386,6,12,44.0,40s,Yes,Tuesday,Fall,Male,White,1.0,0.0
GVData,2017-12-15,Pacoima,CA,Pacific,34.265889015172554,-118.41723100208547,0,5,,,nan,Friday,Winter,,,,
GVData,2018-01-27,Los Angeles,CA,Pacific,33.92489299360891,-118.27036597685441,0,5,,,nan,Saturday,Winter,,,,
MJData,2018-03-09,Yountville,CA,Pacific,38.392496,-122.366528,3,0,36.0,30s,Yes,Friday,Spring,Male,Asian,1.0,0.0
GVData,2018-03-12,Modesto,CA,Pacific,37.613197651946,-121.02450746206577,0,4,,,nan,Monday,Spring,,,,
GVData,2018-03-21,San Francisco,CA,Pacific,37.71628998579284,-122.44028401674716,1,5,,,nan,Wednesday,Spring,,,,
GVData,2018-04-09,Vallejo,CA,Pacific,38.098877010913036,-122.25884598785026,0,4,,,nan,Monday,Spring,,,,
GVData,2018-04-20,San Francisco,CA,Pacific,37.733270045245646,-122.39132993034616,1,5,,,nan,Friday,Spring,,,,
GVData,2018-05-07,San Diego,CA,Pacific,32.70941003817572,-117.15035989747864,0,5,,,nan,Monday,Spring,,,,
GVData,2018-05-13,Los Angeles,CA,Pacific,33.960241993870696,-118.27989603312682,2,2,,,nan,Sunday,Spring,,,,
GVData,2018-05-13,Stockton,CA,Pacific,37.92923962406517,-121.26219469202762,3,2,,,nan,Sunday,Spring,,,,
GVData,2018-06-10,Valley Village,CA,Pacific,34.17867300760871,-118.41018601246651,0,6,,,nan,Sunday,Summer,,,,
GVData,2018-06-14,Union City,CA,Pacific,37.610020990301855,-122.02243499552013,0,5,,,nan,Thursday,Summer,,,,
GVData,2018-06-14,Tracy,CA,Pacific,37.73624993587542,-121.43263946800816,1,4,,,nan,Thursday,Summer,,,,
GVData,2018-06-20,Modesto,CA,Pacific,37.60845185460061,-121.03137016064936,0,5,,,nan,Wednesday,Summer,,,,
GVData,2018-06-21,San Bernardino,CA,Pacific,34.121272765354036,-117.27940994188162,1,3,,,nan,Thursday,Summer,,,,
GVData,2018-06-27,Oakland,CA,Pacific,37.75620900921345,-122.16187700729904,1,3,,,nan,Wednesday,Summer,,,,
GVData,2018-07-05,Los Angeles,CA,Pacific,34.06292586724582,-118.26547840373806,3,3,,,nan,Thursday,Summer,,,,
GVData,2018-07-26,Oakland,CA,Pacific,37.76582003467056,-122.17720993895884,2,2,,,nan,Thursday,Summer,,,,
GVData,2018-07-28,Los Angeles,CA,Pacific,33.95777100881457,-118.29207502225977,2,4,,,nan,Saturday,Summer,,,,
GVData,2018-07-31,Gardena,CA,Pacific,33.90882798652575,-118.29674499961395,2,3,,,nan,Tuesday,Summer,,,,
GVData,2018-08-11,San Francisco,CA,Pacific,37.71639002380725,-122.44099991509735,1,4,,,nan,Saturday,Summer,,,,
GVData,2018-08-12,Clearlake,CA,Pacific,38.94877299151793,-122.62910901691255,4,1,,,nan,Sunday,Summer,,,,
GVData,2018-09-02,San Bernardino,CA,Pacific,34.146010994047856,-117.25949303119421,0,8,,,nan,Sunday,Fall,,,,
VPData,2018-09-12,Bakersfield,CA,Pacific,35.34899498119438,-118.91628096761008,6,0,54.0,50s,No,Wednesday,Fall,Male,Other,0.0,0.0
GVData,2018-09-23,Bakersfield,CA,Pacific,35.33145890577594,-119.04071103032145,1,4,,,nan,Sunday,Fall,,,,
GVData,2018-09-23,Baldwin Park,CA,Pacific,34.07654763434857,-117.98199254888573,0,4,,,nan,Sunday,Fall,,,,
GVData,2018-09-30,Compton,CA,Pacific,33.898084985044825,-118.20912795989271,1,3,,,nan,Sunday,Fall,,,,
GVData,2018-10-06,Oakland,CA,Pacific,37.808960055843436,-122.26972988912355,0,6,,,nan,Saturday,Fall,,,,
GVData,2018-10-14,Palo Alto (East Palo Alto),CA,Pacific,37.47517986218307,-122.13181944211159,2,2,,,nan,Sunday,Fall,,,,
GVData,2018-10-29,Riverside,CA,Pacific,33.980243016956486,-117.36884300474487,0,7,,,nan,Monday,Fall,,,,
GVData,2018-10-30,Vallejo,CA,Pacific,38.09329005335144,-122.23197989269718,2,3,,,nan,Tuesday,Fall,,,,
GVData,2018-10-30,Los Angeles,CA,Pacific,33.979820024212735,-118.2918299354109,0,5,,,nan,Tuesday,Fall,,,,
GVData,2018-11-02,Long Beach (North Long Beach),CA,Pacific,33.86033800610357,-118.17608398300413,0,4,,,nan,Friday,Fall,,,,
VPData,2018-11-07,Thousand Oaks,CA,Pacific,34.17655900780882,-118.87488802842556,13,21,28.0,20s,Yes,Wednesday,Fall,Male,White,0.0,0.0
GVData,2018-11-18,Los Angeles (Watts),CA,Pacific,33.950670028082406,-118.24531992815682,1,4,,,nan,Sunday,Fall,,,,
GVData,2018-11-25,Oakland,CA,Pacific,37.81676057854316,-122.28124039031565,0,4,,,nan,Sunday,Fall,,,,
GVData,2018-12-08,Inglewood,CA,Pacific,33.953415981472205,-118.36181597707878,0,5,,,nan,Saturday,Winter,,,,
GVData,2019-01-04,Torrance,CA,Pacific,33.823975005105126,-118.3522060412691,3,4,,,nan,Friday,Winter,,,,
GVData,2019-01-16,Palmdale,CA,Pacific,34.578387995083,-118.2025616833675,3,1,,,nan,Wednesday,Winter,,,,
GVData,2019-02-01,San Diego,CA,Pacific,32.72907009190466,-117.05119004518043,0,4,,,nan,Friday,Winter,,,,
GVData,2019-02-03,Palm Springs,CA,Pacific,33.812230030918606,-116.5062299168232,4,0,,,nan,Sunday,Winter,,,,
GVData,2019-02-28,Oakland,CA,Pacific,37.73626301332203,-122.18382803824908,1,3,,,nan,Thursday,Winter,,,,
GVData,2019-03-03,Oakland,CA,Pacific,37.803314005864465,-122.26789903001296,0,4,,,nan,Sunday,Spring,,,,
